Business Relationship,Fund,Share,ISIN,Date,AUM (€),BR Segmentation,Business Country
MESSIEURS HOTTINGUER & CIE - GESTION PRIVEE,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,1,Bank / Private Banking,FRANCE
NATIXIS WEALTH MANAGEMENT / MFEX,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,1,Bank / Private Banking,FRANCE
NORTIA / ALLFUNDS,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,12269,Independant Financial Advisor,FRANCE
NORTIA INVEST / NO REBATE,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,7561,Independant Financial Advisor,FRANCE
NORTIA INVEST /ALLFUNDS,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,144287,Independant Financial Advisor,FRANCE
NORTIA LA MONDIALE / ALLFUNDS,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,55802,Independant Financial Advisor,FRANCE
ORADEA VIE,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,220614,Insurance Company / Unit Link,FRANCE
QUINTET LUXEMBOURG,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,1,Bank / Private Banking,LUXEMBOURG
ROTHSCHILD & CO ASSET MANAGEMENT / FUND CHANNEL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,10318,Bank / Private Banking,FRANCE
SELENCIA / RETAIL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,108850,Insurance Company / Unit Link,FRANCE
SG BANK AND TRUST,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,262012,Bank / Private Banking,LUXEMBOURG
SG Kleinwort Hambros Bank,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,86774,Bank / Private Banking,UNITED KINGDOM
SG PRIVATE BANKING (FRANCE),EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,7201,Bank / Private Banking,FRANCE
SOGECAP CUSTODIAN,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,8763,Insurance Company / Unit Link,FRANCE
SPIRICA / FUND CHANNEL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,209150,Insurance Company / Unit Link,FRANCE
SURAVENIR DISTRIBUTION,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,60729,Insurance Company / Unit Link,FRANCE
SWISS LIFE ASSURANCE ET PATRIMOINE / Référencement,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,111544,Insurance Company / Unit Link,FRANCE
SWISS LIFE BANQUE PRIVEE / Distributeur de Bourse Direct,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,5890,Bank / Private Banking,FRANCE
SWISS LIFE BANQUE PRIVEE / FUND CHANNEL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,12394,Bank / Private Banking,FRANCE
UBS AG,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,1313,Bank / Retail,SWITZERLAND
VIE PLUS,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - EUR,FR0013428927,2025-12-31 05:00:00,279171,Insurance Company / Unit Link,FRANCE
BANCA IFIGEST,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,545,Bank / Retail,ITALY
BANQUE AUDI,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,8341,Bank / Private Banking,SWITZERLAND
BOURSORAMA,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,6055,Bank / Online Broker,FRANCE
CLIENT INCONNU,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,8340,Unknown,UNKNOWN
EDR EUROPE - BP / Advisory,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,86039,Bank / EdR Private Banking,LUXEMBOURG
"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,31050,Bank / EdR Private Banking,PORTUGAL
"EDR FRANCE, EDRAC / CRCA / GENERALI (Technical)",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,9560,Bank / EdR Private Banking,FRANCE
EDR SUISSE - GENEVE / Advisory,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,19227,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Not Managed,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,131693,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE FRIBOURG / Advisory",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,364351,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,26339,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Not Managed",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,32431,Bank / EdR Private Banking,SWITZERLAND
SPIRICA / FUND CHANNEL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,3084,Insurance Company / Unit Link,FRANCE
UBS AG - CUSTODIAN,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal A - USD,FR0013428935,2025-12-31 05:00:00,-8341,Bank / Retail,SWITZERLAND
2PM MONACO,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,12017,AM company / Independant,MONACO
CA INDOSUEZ WEALTH (EUROPE) / CUSTODIAN,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,-109496,Bank / Private Banking,LUXEMBOURG
CIC - SUD EST (Lyonnaise de Banque),EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,-51515,Bank / Retail,FRANCE
CLIENT INCONNU,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,161011,Unknown,UNKNOWN
"EDR FRANCE, DCP PARIS / NOT MANAGED",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,1012,Bank / EdR Private Banking,FRANCE
"EDR France, PBIA PARIS / Assurances Vie / Managed",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,18918,Bank / EdR Private Banking,FRANCE
EDR SUISSE - GENEVE / Advisory,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,52746,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - ZURICH / Advisory,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,45536,Bank / EdR Private Banking,SWITZERLAND
EDRAM FUNDS,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,236933,AM company / EdR Fund of Funds,WORLD
"SCHRODERS & CO BANK, ZURICH",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - EUR,FR0013428984,2025-12-31 05:00:00,123328,Bank / Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Advisory,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - USD,FR0013428992,2025-12-31 05:00:00,45324,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE FRIBOURG / Advisory",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - USD,FR0013428992,2025-12-31 05:00:00,61606,Bank / EdR Private Banking,SWITZERLAND
SANTANDER PRIVATE BANKING GESTION SGIIC / ALLFUNDS,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal CR - USD,FR0013428992,2025-12-31 05:00:00,22002,Bank / Private Banking,SPAIN
BANQUE FEDERATIVE DU CREDIT MUTUEL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,27835,Bank / Retail,FRANCE
CA INDOSUEZ (SWITZERLAND) SA / FUND CHANNEL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,-51867,Bank / Private Banking,SWITZERLAND
CLIENT INCONNU,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,216781,Unknown,UNKNOWN
DAUPHINE PATRIMOINE,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,-43074,AM company / Independant,FRANCE
EDR SUISSE - GENEVE / Advisory,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,174388,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Not Managed,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,87482,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,86445,Bank / EdR Private Banking,SWITZERLAND
EDRAM FUNDS,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,9,AM company / EdR Fund of Funds,WORLD
ERES GESTION,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,1389437,AM company / Fund of Funds,FRANCE
SIX SIS LTD (ex SEGA INTERSETTLE),EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,-123559,Bank / Trading Platform,SWITZERLAND
SWISS LIFE ASSURANCE ET PATRIMOINE / Référencement,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,3076,Insurance Company / Unit Link,FRANCE
SWISS LIFE BANQUE PRIVEE / FUND CHANNEL,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - EUR,FR0013429040,2025-12-31 05:00:00,342,Bank / Private Banking,FRANCE
EDR SUISSE - GENEVE / Managed,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - USD,FR0013429057,2025-12-31 05:00:00,18418,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal I - USD,FR0013429057,2025-12-31 05:00:00,111346,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Not Managed,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal J - EUR,FR0013429081,2025-12-31 05:00:00,7762,Bank / EdR Private Banking,SWITZERLAND
BANCA FINECO,EdR SICAV - Green New Deal,EdR SICAV - Green New Deal R - EUR,FR0050000068,2025-12-31 05:00:00,67886,Bank / Retail,ITALY
"EDR France, PBIA PARIS / Assurances Vie / Managed",EdR SICAV - Green New Deal,EdR SICAV - Green New Deal R - EUR,FR0050000068,2025-12-31 05:00:00,3965,Bank / EdR Private Banking,FRANCE
EDR SUISSE - GENEVE / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,232929,Bank / EdR Private Banking,SWITZERLAND
EDR SUISSE - GENEVE / Not Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,53919,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE FRIBOURG / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,98132,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,1369787,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Managed",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,267585,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LAUSANNE / Not Managed",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,53919,Bank / EdR Private Banking,SWITZERLAND
"EDR SUISSE, SUCCURSALE DE LUGANO / Not Managed",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,128327,Bank / EdR Private Banking,SWITZERLAND
QUINTET LUXEMBOURG,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - CHF (H),FR001400S698,2025-12-31 05:00:00,47985,Bank / Private Banking,LUXEMBOURG
"ABANCA GESTION DE ACTIVOS, SGIIC, SA",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,2777325,AM company / Fund of Funds,SPAIN
ABEILLE RETRAITE PROFESSIONELLE / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,195762,Insurance Company / Mutuelle,FRANCE
ABEILLE VIE (CGPI) / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,112297,Insurance Company / Unit Link,FRANCE
ABEILLE VIE (UC) / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,253425,Insurance Company / Unit Link,FRANCE
AEP-ASSURANCE EPARGNE PENSION / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1659239,Insurance Company / Unit Link,FRANCE
"ALANTRA WEALTH MANAGEMENT GESTION, SGIIC, S.A. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,158437,AM company / Fund of Funds,SPAIN
"ALANTRA WEALTH MANAGEMENT GESTION, SGIIC, S.A. / BANCO INVERSIS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,317897,Bank / Private Banking,SPAIN
ANDBANK / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,10454329,Bank / Private Banking,SPAIN
"ANDORRA BANC AGRÍCOL REIG, S.A. / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,606905,Bank / Private Banking,ANDORRA
APICIL EPARGNE / INTENTIAL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,991069,AM company / Fund of Funds,FRANCE
APICIL EPARGNE RETRAITE / INTENCIAL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,290604,Insurance Company / Retirement Scheme,FRANCE
"APICIL INVEST SA, Succursale France",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,201230,Bank / Trading Platform,FRANCE
APICIL LIFE SA,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,6660654,Insurance Company / Unit Link,FRANCE
"ASESORES Y GESTORES FINANCIEROS, AV,  S.A / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1375399,Bank / Private Banking,SPAIN
AXA FRANCE (CGPI) / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,5439134,Insurance Company / Unit Link,FRANCE
AXA FRANCE (GESTION PRIVEE) Ext / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1813045,Insurance Company / Unit Link,FRANCE
AXA WEALTH EUROPE / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,264167,Insurance Company / Unit Link,LUXEMBOURG
BANCA MARCH / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,183762,Bank / Private Banking,SPAIN
"BANCO BPI, S.A. / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,174722,Bank / Retail,PORTUGAL
BANCO DE INVESTIMENTO GLOBAL (BIG) / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,98468,Bank / Retail,PORTUGAL
BANCO ELECTRONICO DE SERVICIO TOTAL SA / Banco BEST / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,360478,Bank / Retail,PORTUGAL
BANCO INVERSIS S.A.,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,566593,Bank / Trading Platform,SPAIN
"BANCO INVEST, S.A. / MFEX",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,735672,Bank / Private Banking,PORTUGAL
BANKINTER LUXEMBOURG / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1579324,AM company / Fund of Funds,LUXEMBOURG
"BANKINTER, S.A. / ALLFUNDS",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,40951689,Bank / Retail,SPAIN
"BANKINTER, S.A. SUCURSAL EM PORTUGAL / ALLFUNDS INTERN",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,47523397,Bank / Private Banking,PORTUGAL
BANQUE J. SAFRA SARASIN LUXEMBOURG / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,51025,Bank / Private Banking,LUXEMBOURG
BANQUE POPULAIRE D'ALSACE LORRAINE CHAMPAGNE (Distribution),EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1174691,Bank / Retail,FRANCE
BCEEL (BANQUE ET CAISSE D'EPARGNE DE L'ETAT LUXEMBOURG) / MFEX,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,79276,Bank / Retail,LUXEMBOURG
BGL BNP PARIBAS / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,2130783,Bank / Private Banking,LUXEMBOURG
BNP PARIBAS (SUISSE) SA - CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,100223,Bank / Private Banking,SWITZERLAND
"BOLTON GLOBAL CAPITAL, INC.",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,18236,Bank / Online Broker,UNITED STATES
BOURSE DIRECT SA,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,32871,Bank / Online Broker,FRANCE
CA INDOSUEZ WEALTH (EUROPE) / CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,70084,Bank / Private Banking,LUXEMBOURG
CA INDOSUEZ WEALTH (Europe) / FUND CHANNEL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,20045,Bank / Private Banking,LUXEMBOURG
CAJA RURAL CHESTE / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,101670,Bank / Private Banking,SPAIN
CAJAMAR GESTION / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,17335403,AM company / Fund of Funds,SPAIN
CALI EUROPE (ex PREDICA EUROPE) / FUND CHANNEL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1211153,Insurance Company / Unit Link,FRANCE
CARDIF ASSURANCE VIE (GESTION DE FORTUNE) / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,3257257,Insurance Company / Unit Link,FRANCE
CARDIF ASSURANCE VIE (UC) / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,5790680,Insurance Company / Unit Link,FRANCE
CARMIGNAC GESTION,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,53280,AM company / Fund of Funds,FRANCE
CASER AV / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1715198,Independant Financial Advisor,SPAIN
CFM Indosuez Wealth (ex CFM) / FUND CHANNEL,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,107420,AM company / Fund of Funds,MONACO
CLIENT INCONNU,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,-28598,Unknown,UNKNOWN
CM-CIC GESTION / without rebate,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,102745,AM company / Fund of Funds,FRANCE
CNP Assurances (Distribution MFEX FRANCE),EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,6961513,Insurance Company / Unit Link,FRANCE
CNP ASSURANCES (No Rebates),EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,230847,Insurance Company / Unit Link,FRANCE
CNP LUXEMBOURG,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1010480,Insurance Company / Unit Link,LUXEMBOURG
CORECAPITAL / BANCO INVERSIS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,5068,AM company / Fund of Funds,SPAIN
CORREDOR DE BOLSA SURA S.A. / ALLFUNDS INTERN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,23993,Bank / Private Banking,URUGUAY
DEUTSCHE BANK SPAIN / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,264064,Bank / Retail,SPAIN
DIAPHANUM VALORES SV S.A / ALLFUNDS,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,103100,AM company / Independant,SPAIN
"EDMOND DE ROTHSCHILD EUROPE, SUCCURSALE ITALIANA/ RETAIL - CLIENTS PRIVES / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1596011,Bank / EdR Private Banking,ITALY
EDR EUROPE - BP / Advisory,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1266775,Bank / EdR Private Banking,LUXEMBOURG
EDR EUROPE - BP / Not Managed,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,500577,Bank / EdR Private Banking,LUXEMBOURG
EDR EUROPE - CUSTODIAN,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,575854,Bank / EdR Private Banking,LUXEMBOURG
"EDR EUROPE, SUCCURSALE EN BELGIQUE / Not Managed",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,99901,Bank / EdR Private Banking,BELGIUM
"EDR EUROPE, SUCURSAL EM PORTUGAL / Advisory",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,645594,Bank / EdR Private Banking,PORTUGAL
"EDR EUROPE, SUCURSAL EN ESPAÑA / ALLFUNDS INTERN.",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,291028,Bank / EdR Private Banking,SPAIN
EDR FRANCE / DCP,EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,-7512,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP LYON /  NOT MANAGED",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,576725,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP LYON / ADISORY",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,206971,Bank / EdR Private Banking,FRANCE
"EDR FRANCE, DCP PARIS / ADVISORY",EdR SICAV - Millesima 2030,EdR SICAV - Millesima 2030 A - EUR,FR001400S680,2025-12-31 05:00:00,1562571,Bank / EdR Private Banking,FRANCE
